korean_word,category
짜증,분노/짜증 (Anger/Irritation)
짜증나는,분노/짜증 (Anger/Irritation)
짜증난,분노/짜증 (Anger/Irritation)
짜증내는,분노/짜증 (Anger/Irritation)
짜증내다,분노/짜증 (Anger/Irritation)
짝사랑,사랑/애정 (Love/Affection)
짝사랑하다,사랑/애정 (Love/Affection)
찔리는,놀라움/당황 (Surprise/Bewilderment)
찔리다,놀라움/당황 (Surprise/Bewilderment)
찔림,놀라움/당황 (Surprise/Bewilderment)
찡하다,존경/감탄 (Admiration/Gratitude)
차분하다,평온/안정 (Calm/Comfort)
차분함,평온/안정 (Calm/Comfort)
착잡하다,중립/인지 (Neutral/Cognitive)
착잡함,중립/인지 (Neutral/Cognitive)
찬사,존경/감탄 (Admiration/Gratitude)
찬성,존경/감탄 (Admiration/Gratitude)
찬성하는,존경/감탄 (Admiration/Gratitude)
찬성하다,존경/감탄 (Admiration/Gratitude)
찬양하다,존경/감탄 (Admiration/Gratitude)
참다,중립/인지 (Neutral/Cognitive)
참담하다,슬픔/비탄 (Sadness/Grief)
참담함,슬픔/비탄 (Sadness/Grief)
창피하다,수치/죄책감 (Shame/Guilt)
창피함,수치/죄책감 (Shame/Guilt)
책망,혐오/경멸 (Disgust/Contempt)
책망하다,혐오/경멸 (Disgust/Contempt)
처연하다,슬픔/비탄 (Sadness/Grief)
처연함,슬픔/비탄 (Sadness/Grief)
처절하다,슬픔/비탄 (Sadness/Grief)
처절함,슬픔/비탄 (Sadness/Grief)
처지다,슬픔/비탄 (Sadness/Grief)
처참하다,슬픔/비탄 (Sadness/Grief)
처참함,슬픔/비탄 (Sadness/Grief)
체념,중립/인지 (Neutral/Cognitive)
체념하다,중립/인지 (Neutral/Cognitive)
초조,두려움/불안 (Fear/Anxiety)
초조하다,두려움/불안 (Fear/Anxiety)
촉촉하다,기쁨 (Joy/Happiness)
최고,기쁨 (Joy/Happiness)
최고의,기쁨 (Joy/Happiness)
최악,혐오/경멸 (Disgust/Contempt)
최악의,혐오/경멸 (Disgust/Contempt)
축하,기쁨 (Joy/Happiness)
축하하는,기쁨 (Joy/Happiness)
축하하다,기쁨 (Joy/Happiness)
충격받다,놀라움/당황 (Surprise/Bewilderment)
충성,자부심/자신감 (Pride/Confidence)
충성스럽다,자부심/자신감 (Pride/Confidence)
충성심,자부심/자신감 (Pride/Confidence)
충족감,기쁨 (Joy/Happiness)
취하다,중립/인지 (Neutral/Cognitive)
측은하다,슬픔/비탄 (Sadness/Grief)
측은함,슬픔/비탄 (Sadness/Grief)
치떨리다,분노/짜증 (Anger/Irritation)
치열하다,중립/인지 (Neutral/Cognitive)
치욕,수치/죄책감 (Shame/Guilt)
치욕스럽다,수치/죄책감 (Shame/Guilt)
친구,사랑/애정 (Love/Affection)
친근하다,사랑/애정 (Love/Affection)
친밀감,사랑/애정 (Love/Affection)
친밀하다,사랑/애정 (Love/Affection)
친애,사랑/애정 (Love/Affection)
친애하는,사랑/애정 (Love/Affection)
친애하다,사랑/애정 (Love/Affection)
친절,사랑/애정 (Love/Affection)
친절하다,사랑/애정 (Love/Affection)
침울하다,슬픔/비탄 (Sadness/Grief)
침울함,슬픔/비탄 (Sadness/Grief)
침통하다,슬픔/비탄 (Sadness/Grief)
침통함,슬픔/비탄 (Sadness/Grief)
칭찬,존경/감탄 (Admiration/Gratitude)
켕기는,수치/죄책감 (Shame/Guilt)
켕기다,수치/죄책감 (Shame/Guilt)
켕김,수치/죄책감 (Shame/Guilt)
코웃음,혐오/경멸 (Disgust/Contempt)
쾌감,기쁨 (Joy/Happiness)
쾌락,기쁨 (Joy/Happiness)
쾌활함,기쁨 (Joy/Happiness)
쿨하다,기쁨 (Joy/Happiness)
타산,중립/인지 (Neutral/Cognitive)
타산적인,중립/인지 (Neutral/Cognitive)
탐욕,혐오/경멸 (Disgust/Contempt)
탐욕스러운,혐오/경멸 (Disgust/Contempt)
탓하다,중립/인지 (Neutral/Cognitive)
태평스럽다,평온/안정 (Calm/Comfort)
토나온다,혐오/경멸 (Disgust/Contempt)
토라지다,분노/짜증 (Anger/Irritation)
토라진,분노/짜증 (Anger/Irritation)
토라짐,분노/짜증 (Anger/Irritation)
통곡,슬픔/비탄 (Sadness/Grief)
통곡하다,슬픔/비탄 (Sadness/Grief)
통분,분노/짜증 (Anger/Irritation)
통분하다,분노/짜증 (Anger/Irritation)
통제,중립/인지 (Neutral/Cognitive)
통탄,분노/짜증 (Anger/Irritation)
통탄하다,분노/짜증 (Anger/Irritation)
투덜대는,분노/짜증 (Anger/Irritation)
판단하는,중립/인지 (Neutral/Cognitive)
패닉,두려움/불안 (Fear/Anxiety)
패배감,슬픔/비탄 (Sadness/Grief)
편안,평온/안정 (Calm/Comfort)
편안하다,평온/안정 (Calm/Comfort)
편하다,평온/안정 (Calm/Comfort)
편함,평온/안정 (Calm/Comfort)
평가,중립/인지 (Neutral/Cognitive)
평가하는,중립/인지 (Neutral/Cognitive)
평가하다,중립/인지 (Neutral/Cognitive)
평안,평온/안정 (Calm/Comfort)
평안하다,평온/안정 (Calm/Comfort)
평온,평온/안정 (Calm/Comfort)
평온하다,평온/안정 (Calm/Comfort)
평화롭다,평온/안정 (Calm/Comfort)
포근하다,사랑/애정 (Love/Affection)
포근함,사랑/애정 (Love/Affection)
풀죽다,슬픔/비탄 (Sadness/Grief)
풍성하다,기쁨 (Joy/Happiness)
피곤하다,슬픔/비탄 (Sadness/Grief)
피곤함,슬픔/비탄 (Sadness/Grief)
필요,중립/인지 (Neutral/Cognitive)
필요하다,중립/인지 (Neutral/Cognitive)
하찮다,혐오/경멸 (Disgust/Contempt)
학대당한,슬픔/비탄 (Sadness/Grief)
한심하다,혐오/경멸 (Disgust/Contempt)
한심함,혐오/경멸 (Disgust/Contempt)
한탄,슬픔/비탄 (Sadness/Grief)
한탄하다,슬픔/비탄 (Sadness/Grief)
합동,중립/인지 (Neutral/Cognitive)
항의,분노/짜증 (Anger/Irritation)
해맑다,기쁨 (Joy/Happiness)
행복,기쁨 (Joy/Happiness)
행복하다,기쁨 (Joy/Happiness)
행운,기쁨 (Joy/Happiness)
향기,기쁨 (Joy/Happiness)
향기롭다,기쁨 (Joy/Happiness)
향수,갈망/그리움 (Desire/Longing)
향수병,갈망/그리움 (Desire/Longing)
허덕이는,중립/인지 (Neutral/Cognitive)
허망하다,슬픔/비탄 (Sadness/Grief)
허망함,슬픔/비탄 (Sadness/Grief)
허무감,슬픔/비탄 (Sadness/Grief)
허무하다,슬픔/비탄 (Sadness/Grief)
허전하다,슬픔/비탄 (Sadness/Grief)
허전함,슬픔/비탄 (Sadness/Grief)
허탈하다,슬픔/비탄 (Sadness/Grief)
허탈함,슬픔/비탄 (Sadness/Grief)
허허롭다,슬픔/비탄 (Sadness/Grief)
헌신,사랑/애정 (Love/Affection)
헌신적이다,사랑/애정 (Love/Affection)
험악한,혐오/경멸 (Disgust/Contempt)
헛된,슬픔/비탄 (Sadness/Grief)
혐오,혐오/경멸 (Disgust/Contempt)
혐오하는,혐오/경멸 (Disgust/Contempt)
혐오하다,혐오/경멸 (Disgust/Contempt)
협동,사랑/애정 (Love/Affection)
협력,사랑/애정 (Love/Affection)
협력하는,사랑/애정 (Love/Affection)
협조,사랑/애정 (Love/Affection)
협조적인,사랑/애정 (Love/Affection)
형편없다,혐오/경멸 (Disgust/Contempt)
호감,사랑/애정 (Love/Affection)
호기심,존경/감탄 (Admiration/Gratitude)
호의,사랑/애정 (Love/Affection)
혹하는,갈망/그리움 (Desire/Longing)
혼란스러움,놀라움/당황 (Surprise/Bewilderment)
혼란스럽다,놀라움/당황 (Surprise/Bewilderment)
혼비백산하다,두려움/불안 (Fear/Anxiety)
홀가분하다,자부심/자신감 (Pride/Confidence)
화,분노/짜증 (Anger/Irritation)
화끈하다,기쁨 (Joy/Happiness)
화나다,분노/짜증 (Anger/Irritation)
화내다,분노/짜증 (Anger/Irritation)
확고한,자부심/자신감 (Pride/Confidence)
확신,자부심/자신감 (Pride/Confidence)
확신하는,자부심/자신감 (Pride/Confidence)
확신하다,자부심/자신감 (Pride/Confidence)
환멸,혐오/경멸 (Disgust/Contempt)
환상적이다,기쁨 (Joy/Happiness)
환영,존경/감탄 (Admiration/Gratitude)
환영하는,존경/감탄 (Admiration/Gratitude)
환호,기쁨 (Joy/Happiness)
환희,기쁨 (Joy/Happiness)
환희하는,기쁨 (Joy/Happiness)
활기,기쁨 (Joy/Happiness)
활기없는,슬픔/비탄 (Sadness/Grief)
활기없음,슬픔/비탄 (Sadness/Grief)
활기차다,기쁨 (Joy/Happiness)
활력,기쁨 (Joy/Happiness)
활발하다,기쁨 (Joy/Happiness)
황공하다,수치/죄책감 (Shame/Guilt)
황공함,수치/죄책감 (Shame/Guilt)
황당하다,놀라움/당황 (Surprise/Bewilderment)
황당함,놀라움/당황 (Surprise/Bewilderment)
황송하다,수치/죄책감 (Shame/Guilt)
황송함,수치/죄책감 (Shame/Guilt)
황홀,기쁨 (Joy/Happiness)
황홀하다,기쁨 (Joy/Happiness)
회개,수치/죄책감 (Shame/Guilt)
회개하는,수치/죄책감 (Shame/Guilt)
회개하다,수치/죄책감 (Shame/Guilt)
회오,수치/죄책감 (Shame/Guilt)
회한,수치/죄책감 (Shame/Guilt)
후련하다,평온/안정 (Calm/Comfort)
후련함,평온/안정 (Calm/Comfort)
후회,수치/죄책감 (Shame/Guilt)
후회하는,수치/죄책감 (Shame/Guilt)
후회하다,수치/죄책감 (Shame/Guilt)
흐느낌,슬픔/비탄 (Sadness/Grief)
흐뭇하다,존경/감탄 (Admiration/Gratitude)
흐뭇함,존경/감탄 (Admiration/Gratitude)
흠모,사랑/애정 (Love/Affection)
흠모하는,사랑/애정 (Love/Affection)
흠모하다,사랑/애정 (Love/Affection)
흡족하다,존경/감탄 (Admiration/Gratitude)
흡족함,존경/감탄 (Admiration/Gratitude)
흥,기쁨 (Joy/Happiness)
흥겨움,기쁨 (Joy/Happiness)
흥겹다,기쁨 (Joy/Happiness)
흥나다,기쁨 (Joy/Happiness)
흥미,기쁨 (Joy/Happiness)
흥미로움,기쁨 (Joy/Happiness)
흥미롭다,기쁨 (Joy/Happiness)
흥미진진하다,기쁨 (Joy/Happiness)
흥분,기쁨 (Joy/Happiness)
흥분하다,기쁨 (Joy/Happiness)
흥분한,기쁨 (Joy/Happiness)
흥취,기쁨 (Joy/Happiness)
희,기쁨 (Joy/Happiness)
희망,갈망/그리움 (Desire/Longing)
희망하는,갈망/그리움 (Desire/Longing)
희망하다,갈망/그리움 (Desire/Longing)
희열,기쁨 (Joy/Happiness)
희희낙락,기쁨 (Joy/Happiness)
희희낙락하는,기쁨 (Joy/Happiness)
희희낙락하다,기쁨 (Joy/Happiness)
힘,자부심/자신감 (Pride/Confidence)
힘겨움,슬픔/비탄 (Sadness/Grief)
힘겹다,슬픔/비탄 (Sadness/Grief)
힘내다,자부심/자신감 (Pride/Confidence)
힘들다,슬픔/비탄 (Sadness/Grief)
힘없다,슬픔/비탄 (Sadness/Grief)
힘차다,자부심/자신감 (Pride/Confidence)
