english_word,category
tingle,기쁨 (Joy/Happiness)
tingling,기쁨 (Joy/Happiness)
tired,슬픔/비탄 (Sadness/Grief)
tiredness,슬픔/비탄 (Sadness/Grief)
tiresome,혐오/경멸 (Disgust/Contempt)
titilation,기쁨 (Joy/Happiness)
torment,슬픔/비탄 (Sadness/Grief)
tormented,슬픔/비탄 (Sadness/Grief)
touched,사랑/애정 (Love/Affection)
touching,사랑/애정 (Love/Affection)
tough,슬픔/비탄 (Sadness/Grief)
tragic,슬픔/비탄 (Sadness/Grief)
tragicality,슬픔/비탄 (Sadness/Grief)
tranquil,평온/안정 (Calm/Comfort)
tranquility,평온/안정 (Calm/Comfort)
trapped,두려움/불안 (Fear/Anxiety)
treasure,사랑/애정 (Love/Affection)
trite,혐오/경멸 (Disgust/Contempt)
triteness,혐오/경멸 (Disgust/Contempt)
triumph,기쁨 (Joy/Happiness)
triumphant,기쁨 (Joy/Happiness)
trivial,혐오/경멸 (Disgust/Contempt)
trouble,슬픔/비탄 (Sadness/Grief)
troubled,슬픔/비탄 (Sadness/Grief)
troublesome,슬픔/비탄 (Sadness/Grief)
trust,존경/감탄 (Admiration/Gratitude)
trusting,존경/감탄 (Admiration/Gratitude)
tumult,두려움/불안 (Fear/Anxiety)
tumultuous,두려움/불안 (Fear/Anxiety)
turbulence,두려움/불안 (Fear/Anxiety)
turbulent,두려움/불안 (Fear/Anxiety)
turn sulky,분노/짜증 (Anger/Irritation)
uncaring,혐오/경멸 (Disgust/Contempt)
uncertain,두려움/불안 (Fear/Anxiety)
uncomfortable,두려움/불안 (Fear/Anxiety)
uncomfortableness,두려움/불안 (Fear/Anxiety)
understanding,사랑/애정 (Love/Affection)
unease,두려움/불안 (Fear/Anxiety)
uneasiness,두려움/불안 (Fear/Anxiety)
uneasy,두려움/불안 (Fear/Anxiety)
unfamiliar,놀라움/당황 (Surprise/Bewilderment)
unfamiliarity,놀라움/당황 (Surprise/Bewilderment)
unfortunate,슬픔/비탄 (Sadness/Grief)
unfriendly,혐오/경멸 (Disgust/Contempt)
unhappiness,슬픔/비탄 (Sadness/Grief)
unhappy,슬픔/비탄 (Sadness/Grief)
uninterested,혐오/경멸 (Disgust/Contempt)
unpleasant,분노/짜증 (Anger/Irritation)
unpleasantness,분노/짜증 (Anger/Irritation)
unrest,분노/짜증 (Anger/Irritation)
unsatisfaction,분노/짜증 (Anger/Irritation)
unsatisfied,분노/짜증 (Anger/Irritation)
unsatisfying,분노/짜증 (Anger/Irritation)
unsettled,두려움/불안 (Fear/Anxiety)
unsure,두려움/불안 (Fear/Anxiety)
untruth,혐오/경멸 (Disgust/Contempt)
uphill,슬픔/비탄 (Sadness/Grief)
upset,분노/짜증 (Anger/Irritation)
upsetness,분노/짜증 (Anger/Irritation)
upsetting,분노/짜증 (Anger/Irritation)
uptight,분노/짜증 (Anger/Irritation)
useless,혐오/경멸 (Disgust/Contempt)
vacant,중립/인지 (Neutral/Cognitive)
vague,중립/인지 (Neutral/Cognitive)
vagueness,중립/인지 (Neutral/Cognitive)
vain,자부심/자신감 (Pride/Confidence)
valuable,존경/감탄 (Admiration/Gratitude)
value,존경/감탄 (Admiration/Gratitude)
vexation,분노/짜증 (Anger/Irritation)
victory,기쁨 (Joy/Happiness)
vigor,기쁨 (Joy/Happiness)
vigorous,기쁨 (Joy/Happiness)
villification,혐오/경멸 (Disgust/Contempt)
vitality,기쁨 (Joy/Happiness)
vivid,기쁨 (Joy/Happiness)
void,슬픔/비탄 (Sadness/Grief)
wail,슬픔/비탄 (Sadness/Grief)
wailing,슬픔/비탄 (Sadness/Grief)
want,갈망/그리움 (Desire/Longing)
wanted,갈망/그리움 (Desire/Longing)
wanting,갈망/그리움 (Desire/Longing)
warm,사랑/애정 (Love/Affection)
warmth,사랑/애정 (Love/Affection)
watchful,중립/인지 (Neutral/Cognitive)
weariness,슬픔/비탄 (Sadness/Grief)
wearisome,슬픔/비탄 (Sadness/Grief)
weary,슬픔/비탄 (Sadness/Grief)
weepy,슬픔/비탄 (Sadness/Grief)
welcome,기쁨 (Joy/Happiness)
welcoming,기쁨 (Joy/Happiness)
whining,분노/짜증 (Anger/Irritation)
wise,중립/인지 (Neutral/Cognitive)
wish,갈망/그리움 (Desire/Longing)
wishful,갈망/그리움 (Desire/Longing)
wishfulness,갈망/그리움 (Desire/Longing)
wistful,갈망/그리움 (Desire/Longing)
wistfulness,갈망/그리움 (Desire/Longing)
woeful,슬픔/비탄 (Sadness/Grief)
wonder,존경/감탄 (Admiration/Gratitude)
wonderful,기쁨 (Joy/Happiness)
wondering,존경/감탄 (Admiration/Gratitude)
worried,두려움/불안 (Fear/Anxiety)
worry,두려움/불안 (Fear/Anxiety)
worrying,두려움/불안 (Fear/Anxiety)
worship,존경/감탄 (Admiration/Gratitude)
worst,혐오/경멸 (Disgust/Contempt)
worth,존경/감탄 (Admiration/Gratitude)
worthless,혐오/경멸 (Disgust/Contempt)
worthwhile,존경/감탄 (Admiration/Gratitude)
worthy,존경/감탄 (Admiration/Gratitude)
wrench,혐오/경멸 (Disgust/Contempt)
wretched,슬픔/비탄 (Sadness/Grief)
yearn,갈망/그리움 (Desire/Longing)
yearning,갈망/그리움 (Desire/Longing)
